#Sample ID,genomicsSampleID,Site_Name,Year,Month,Site,domainID,plotID,namedLocation,release,plotType,nlcdClass,elevation,soilTemp,soilMoisture,soilInWaterpH,soilInCaClpH,caclpHRatio,d15N,organicd13C,nitrogenPercent,organicCPercent,CNratio,kclAmmoniumNConc,kclNitrateNitriteNConc
BMI_Plate68WellG4,DEJU_046-O-20160817-COMP,DEJU_2016-08,2016,8,DEJU,D19,DEJU_046,DEJU_046.basePlot.bgc,RELEASE-2023,tower,evergreenForest,511.7,7.5,0.825,4.88,3.906666667,8,0,0,0,0,0,0,0
BMI_Plate68WellG5,DELA_014-M-20160824-COMP,DELA_2016-08,2016,8,DELA,D08,DELA_014,DELA_014.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,26.1,25,0.278333333,6.64,6.066666667,2,0,0,0,0,0,0,0
BMI_Plate68WellG6,TALL_004-M-20160823-COMP,TALL_2016-08,2016,8,TALL,D08,TALL_004,TALL_004.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,132.2,23.5,0.5135,5.115,4.095,2,0,0,0,0,0,0,0
BMI_Plate68WellH2,GUAN_048-M-20161004-COMP,GUAN_2016-10,2016,10,GUAN,D04,GUAN_048,GUAN_048.basePlot.bgc,RELEASE-2023,tower,evergreenForest,130.1,26.6,0.407,7.746666667,7.313333333,2.666666667,4.05,-12.56666667,0.58,6.72,0,0,0
BMI_Plate68WellH3,GUAN_049-M-20161004-COMP,GUAN_2016-10,2016,10,GUAN,D04,GUAN_049,GUAN_049.basePlot.bgc,RELEASE-2023,tower,evergreenForest,122.4,26.85,0.535,7.44,6.97,2,4.2,-12,0.4825,4.37,0,0,0
BMI_Plate68WellH4,ONAQ_004-M-20170625-COMP,ONAQ_2017-06,2017,6,ONAQ,D15,ONAQ_004,ONAQ_004.basePlot.bgc,RELEASE-2023,distributed,shrubScrub,1713.7,34.83333333,0.060333333,8.703333333,7.506666667,2,0,0,0,0,0,0,0
BMI_Plate68WellH5,DELA_037-M-20160824-COMP,DELA_2016-08,2016,8,DELA,D08,DELA_037,DELA_037.basePlot.bgc,RELEASE-2023,tower,woodyWetlands,27.1,24.33333333,0.318666667,6.02,5.006666667,2,0,0,0,0,0,0,0
BMI_Plate68WellH6,TALL_006-M-20160822-COMP,TALL_2016-08,2016,8,TALL,D08,TALL_006,TALL_006.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,99,23.33333333,0.497,5.45,4.48,2,0,0,0,0,0,0,0
BMI_Plate69WellA11,ONAQ_017-M-20160728-COMP,ONAQ_2016-07,2016,7,ONAQ,D15,ONAQ_017,ONAQ_017.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,1886,25.66666667,0.052,8.196666667,7.47,2,0,0,0,0,0,0,0
BMI_Plate69WellA12,ORNL_001-O-20160727-COMP,ORNL_2016-07,2016,7,ORNL,D07,ORNL_001,ORNL_001.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,244.7,21,0.181333333,4.67,3.806666667,4,0,0,0,0,0,0,0
BMI_Plate69WellB1,ORNL_002-O-20160727-COMP,ORNL_2016-07,2016,7,ORNL,D07,ORNL_002,ORNL_002.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,308.2,21,0.197666667,4.163333333,3.436666667,3.966666667,0,0,0,0,0,0,0
BMI_Plate69WellB11,TALL_054-M-20160823-COMP,TALL_2016-08,2016,8,TALL,D08,TALL_054,TALL_054.basePlot.bgc,RELEASE-2023,tower,evergreenForest,123.3,24.16666667,0.561,5.173333333,4.17,2,0,0,0,0,0,0,0
BMI_Plate69WellB12,ORNL_003-O-20160727-COMP,ORNL_2016-07,2016,7,ORNL,D07,ORNL_003,ORNL_003.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,260.1,20.33333333,0.180666667,4.98,4.046666667,4,0,0,0,0,0,0,0
BMI_Plate69WellC1,ORNL_021-O-20160727-COMP,ORNL_2016-07,2016,7,ORNL,D07,ORNL_021,ORNL_021.basePlot.bgc,RELEASE-2023,distributed,pastureHay,277.6,22.66666667,0.127333333,5.826666667,4.963333333,4,0,0,0,0,0,0,0
BMI_Plate69WellC11,TALL_051-O-20160822-COMP,TALL_2016-08,2016,8,TALL,D08,TALL_051,TALL_051.basePlot.bgc,RELEASE-2023,tower,mixedForest,116.8,25,1,5.54,4.15,4,0,0,0,0,0,0,0
BMI_Plate69WellC12,ORNL_027-O-20160727-COMP,ORNL_2016-07,2016,7,ORNL,D07,ORNL_027,ORNL_027.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,246.2,23.83333333,0.189,5.93,5.18,4,0,0,0,0,0,0,0
BMI_Plate69WellD1,ORNL_029-O-20160727-COMP,ORNL_2016-07,2016,7,ORNL,D07,ORNL_029,ORNL_029.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,272.5,19.66666667,0.316,6.076666667,5.7,4,0,0,0,0,0,0,0
BMI_Plate69WellD11,TALL_051-M-20160822-COMP,TALL_2016-08,2016,8,TALL,D08,TALL_051,TALL_051.basePlot.bgc,RELEASE-2023,tower,mixedForest,116.8,24.75,0.656,5.435,4.72,2,0,0,0,0,0,0,0
BMI_Plate69WellD12,ORNL_043-O-20160727-COMP,ORNL_2016-07,2016,7,ORNL,D07,ORNL_043,ORNL_043.basePlot.bgc,RELEASE-2023,tower,deciduousForest,322.2,20.66666667,0.218333333,4.15,3.473333333,4.066666667,0,0,0,0,0,0,0
BMI_Plate69WellE1,ORNL_046-O-20160727-COMP,ORNL_2016-07,2016,7,ORNL,D07,ORNL_046,ORNL_046.basePlot.bgc,RELEASE-2023,tower,deciduousForest,338.5,21.33333333,0.212666667,4.756666667,4.093333333,4,0,0,0,0,0,0,0
BMI_Plate69WellE11,TALL_047-O-20160822-COMP,TALL_2016-08,2016,8,TALL,D08,TALL_047,TALL_047.basePlot.bgc,RELEASE-2023,tower,evergreenForest,137.2,22,2.289,5.85,5.4,4,0,0,0,0,0,0,0
BMI_Plate69WellE12,ORNL_049-O-20160727-COMP,ORNL_2016-07,2016,7,ORNL,D07,ORNL_049,ORNL_049.basePlot.bgc,RELEASE-2023,tower,deciduousForest,315.6,21.66666667,0.215666667,6.06,5.306666667,4,0,0,0,0,0,0,0
BMI_Plate69WellF1,ORNL_053-O-20160727-COMP,ORNL_2016-07,2016,7,ORNL,D07,ORNL_053,ORNL_053.basePlot.bgc,RELEASE-2023,tower,deciduousForest,316,20.66666667,0.160666667,5.01,4.216666667,5.3,0,0,0,0,0,0,0
BMI_Plate69WellF11,TALL_047-M-20160822-COMP,TALL_2016-08,2016,8,TALL,D08,TALL_047,TALL_047.basePlot.bgc,RELEASE-2023,tower,evergreenForest,137.2,23.5,0.685,5.415,4.375,2,0,0,0,0,0,0,0
BMI_Plate69WellG11,TALL_044-M-20160822-COMP,TALL_2016-08,2016,8,TALL,D08,TALL_044,TALL_044.basePlot.bgc,RELEASE-2023,tower,evergreenForest,129.1,24.33333333,0.562666667,5.223333333,4.253333333,2,0,0,0,0,0,0,0
BMI_Plate69WellH11,TALL_007-M-20160823-COMP,TALL_2016-08,2016,8,TALL,D08,TALL_007,TALL_007.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,83.9,23.33333333,0.539,5.526666667,4.476666667,2,0,0,0,0,0,0,0
BMI_Plate71WellA11,LENO_001-M-20160829-COMP,LENO_2016-08,2016,8,LENO,D08,LENO_001,LENO_001.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,12.7,24,0.407333333,5.316666667,4.703333333,2,0,0,0,0,0,0,0
BMI_Plate71WellA12,LENO_002-M-20160829-COMP,LENO_2016-08,2016,8,LENO,D08,LENO_002,LENO_002.basePlot.bgc,RELEASE-2023,distributed,woodyWetlands,12.2,25.16666667,0.356666667,5.25,4.64,2,0,0,0,0,0,0,0
BMI_Plate71WellB1,LENO_003-M-20160829-COMP,LENO_2016-08,2016,8,LENO,D08,LENO_003,LENO_003.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,9.8,24.66666667,0.351,5.076666667,4.486666667,2,0,0,0,0,0,0,0
BMI_Plate71WellB11,LENO_004-M-20160830-COMP,LENO_2016-08,2016,8,LENO,D08,LENO_004,LENO_004.basePlot.bgc,RELEASE-2023,distributed,woodyWetlands,13,24.33333333,0.183666667,5.92,5.066666667,2,0,0,0,0,0,0,0
BMI_Plate71WellB12,LENO_005-M-20160830-COMP,LENO_2016-08,2016,8,LENO,D08,LENO_005,LENO_005.basePlot.bgc,RELEASE-2023,distributed,woodyWetlands,13.5,23.83333333,0.149,6.323333333,5.543333333,2,0,0,0,0,0,0,0
BMI_Plate71WellC1,LENO_006-M-20160830-COMP,LENO_2016-08,2016,8,LENO,D08,LENO_006,LENO_006.basePlot.bgc,RELEASE-2023,distributed,woodyWetlands,11,24.33333333,0.294,5.193333333,4.263333333,2,0,0,0,0,0,0,0
BMI_Plate71WellC11,LENO_061-M-20160830-COMP,LENO_2016-08,2016,8,LENO,D08,LENO_061,LENO_061.basePlot.bgc,RELEASE-2023,tower,woodyWetlands,12.6,23.33333333,0.273666667,5.1,4.37,2,0,0,0,0,0,0,0
BMI_Plate71WellC12,LENO_062-M-20160830-COMP,LENO_2016-08,2016,8,LENO,D08,LENO_062,LENO_062.basePlot.bgc,RELEASE-2023,tower,woodyWetlands,12,23.5,0.208666667,5.446666667,4.64,2,0,0,0,0,0,0,0
BMI_Plate71WellD1,LENO_063-M-20160829-COMP,LENO_2016-08,2016,8,LENO,D08,LENO_063,LENO_063.basePlot.bgc,RELEASE-2023,tower,deciduousForest,10.8,23.33333333,0.160333333,5.52,4.54,2,0,0,0,0,0,0,0
BMI_Plate71WellD11,LENO_064-M-20160829-COMP,LENO_2016-08,2016,8,LENO,D08,LENO_064,LENO_064.basePlot.bgc,RELEASE-2023,tower,deciduousForest,13,23.16666667,0.144333333,5.733333333,4.813333333,2,0,0,0,0,0,0,0
BMI_Plate71WellD12,MOAB_001-M-20160727-COMP,MOAB_2016-07,2016,7,MOAB,D13,MOAB_001,MOAB_001.basePlot.bgc,RELEASE-2023,distributed,shrubScrub,1799.3,34.66666667,0.033666667,8.656666667,7.826666667,2,3.666666667,-9.9,0.03,0.186666667,0,0,0
BMI_Plate71WellE1,MOAB_003-M-20160727-COMP,MOAB_2016-07,2016,7,MOAB,D13,MOAB_003,MOAB_003.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,2006.8,25,0.07,8.376666667,7.57,2,1.233333333,-11.41666667,0.091666667,0.891666667,0,0,0
BMI_Plate71WellE12,MOAB_006-M-20160728-COMP,MOAB_2016-07,2016,7,MOAB,D13,MOAB_006,MOAB_006.basePlot.bgc,RELEASE-2023,distributed,shrubScrub,1760.6,28.33333333,0.021666667,8.54,7.946666667,2,3.483333333,-10.91666667,0.015,0.028333333,0,0,0
BMI_Plate71WellF1,MOAB_045-M-20160725-COMP,MOAB_2016-07,2016,7,MOAB,D13,MOAB_045,MOAB_045.basePlot.bgc,RELEASE-2023,tower,shrubScrub,1796.9,34.66666667,0.027333333,8.183333333,7.696666667,2,3.916666667,-9.983333333,0.015,0.086666667,0,0,0
BMI_Plate71WellF10,ONAQ_002-M-20160729-COMP,ONAQ_2016-07,2016,7,ONAQ,D15,ONAQ_002,ONAQ_002.basePlot.bgc,RELEASE-2023,distributed,shrubScrub,1688,35.66666667,0.031333333,8.46,7.786666667,2,3.733333333,-11.7,0.038333333,0.38,0,0,0
BMI_Plate71WellF11,ONAQ_003-M-20160725-COMP,ONAQ_2016-07,2016,7,ONAQ,D15,ONAQ_003,ONAQ_003.basePlot.bgc,RELEASE-2023,distributed,shrubScrub,1610.9,29.33333333,0.068,8.356666667,7.683333333,2,3.633333333,-11.06666667,0.055,0.571666667,0,0,0
BMI_Plate71WellF12,ONAQ_004-M-20160727-COMP,ONAQ_2016-07,2016,7,ONAQ,D15,ONAQ_004,ONAQ_004.basePlot.bgc,RELEASE-2023,distributed,shrubScrub,1713.7,29.33333333,0.049,8.42,8.14,2,4.05,-10.31666667,0.056666667,0.526666667,0,0,0
BMI_Plate71WellG1,ONAQ_041-M-20160729-COMP,ONAQ_2016-07,2016,7,ONAQ,D15,ONAQ_041,ONAQ_041.basePlot.bgc,RELEASE-2023,tower,shrubScrub,1650.7,32.75,0.043,8.715,7.5975,2,4.5375,-10.9625,0.035,0.19875,0,0,0
BMI_Plate71WellG10,ONAQ_005-M-20160726-COMP,ONAQ_2016-07,2016,7,ONAQ,D15,ONAQ_005,ONAQ_005.basePlot.bgc,RELEASE-2023,distributed,shrubScrub,1614.4,30.5,0.03775,8.485,7.6325,2,4.0625,-10.875,0.04125,0.4825,0,0,0
BMI_Plate71WellG11,ONAQ_008-M-20160730-COMP,ONAQ_2016-07,2016,7,ONAQ,D15,ONAQ_008,ONAQ_008.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,1795.9,22.66666667,0.056,8.036666667,7.536666667,2,2.133333333,-12.11666667,0.091666667,1.466666667,0,0,0
BMI_Plate71WellG12,ONAQ_010-M-20160729-COMP,ONAQ_2016-07,2016,7,ONAQ,D15,ONAQ_010,ONAQ_010.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,1903.7,25,0.057,7.906666667,7.28,2,1.783333333,-11.86666667,0.13,1.556666667,0,0,0
BMI_Plate71WellH1,ONAQ_042-M-20160727-COMP,ONAQ_2016-07,2016,7,ONAQ,D15,ONAQ_042,ONAQ_042.basePlot.bgc,RELEASE-2023,tower,shrubScrub,1663.7,23.66666667,0.032333333,8.406666667,7.746666667,2,4.333333333,-11.13333333,0.036666667,0.261666667,0,0,0
BMI_Plate71WellH10,ONAQ_012-M-20160728-COMP,ONAQ_2016-07,2016,7,ONAQ,D15,ONAQ_012,ONAQ_012.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,2054.5,27,0.041666667,8.263333333,7.916666667,1.4,0,0,0,0,0,0,0
BMI_Plate71WellH11,ONAQ_043-M-20160727-COMP,ONAQ_2016-07,2016,7,ONAQ,D15,ONAQ_043,ONAQ_043.basePlot.bgc,RELEASE-2023,tower,shrubScrub,1658,25.66666667,0.034,8.31,7.59,2,4.183333333,-10.9,0.038333333,0.223333333,0,0,0
BMI_Plate72WellA2,ONAQ_044-M-20160727-COMP,ONAQ_2016-07,2016,7,ONAQ,D15,ONAQ_044,ONAQ_044.basePlot.bgc,RELEASE-2023,tower,shrubScrub,1655.1,24.66666667,0.031666667,8.55,8.036666667,1.966666667,4.916666667,-10.95,0.028333333,0.171666667,0,0,0
BMI_Plate72WellA3,UKFS_005-M-20160718-COMP,UKFS_2016-07,2016,7,UKFS,D06,UKFS_005,UKFS_005.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,318.2,23.6,0.287666667,6.896666667,5.996666667,2,0,0,0,0,0,0,0
BMI_Plate72WellA4,GRSM_007-O-20160720-COMP,GRSM_2016-07,2016,7,GRSM,D07,GRSM_007,GRSM_007.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,655.5,19,0.711666667,4.37,3.386666667,4,0,0,0,0,0,0,0
BMI_Plate72WellB1,KONZ_003-M-20160714-COMP,KONZ_2016-07,2016,7,KONZ,D06,KONZ_003,KONZ_003.basePlot.bgc,RELEASE-2023,distributed,grasslandHerbaceous,404.2,25.4,0.323666667,6.966666667,6.47,2,0,0,0,0,0,0,0
BMI_Plate72WellB2,ONAQ_044-M-20160727-COMP,ONAQ_2016-07,2016,7,ONAQ,D15,ONAQ_044,ONAQ_044.basePlot.bgc,RELEASE-2023,tower,shrubScrub,1655.1,24.66666667,0.031666667,8.55,8.036666667,1.966666667,4.916666667,-10.95,0.028333333,0.171666667,0,0,0
BMI_Plate72WellB3,UKFS_001-M-20160720-COMP,UKFS_2016-07,2016,7,UKFS,D06,UKFS_001,UKFS_001.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,311.5,23.83333333,0.354,7.43,7.406666667,2,0,0,0,0,0,0,0
BMI_Plate72WellB4,GRSM_016-O-20160718-COMP,GRSM_2016-07,2016,7,GRSM,D07,GRSM_016,GRSM_016.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,1776.7,10,2.24,4.103333333,2.99,5.4,0,0,0,0,0,0,0
BMI_Plate72WellC1,KONZ_043-M-20160714-COMP,KONZ_2016-07,2016,7,KONZ,D06,KONZ_043,KONZ_043.basePlot.bgc,RELEASE-2023,tower,grasslandHerbaceous,405.4,24.06666667,0.344333333,6.886666667,6.343333333,2,0,0,0,0,0,0,0
BMI_Plate72WellC2,UKFS_002-M-20160719-COMP,UKFS_2016-07,2016,7,UKFS,D06,UKFS_002,UKFS_002.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,313.6,25.06666667,0.340666667,7.36,6.88,2,0,0,0,0,0,0,0
BMI_Plate72WellC3,KONZ_005-M-20160714-COMP,KONZ_2016-07,2016,7,KONZ,D06,KONZ_005,KONZ_005.basePlot.bgc,RELEASE-2023,distributed,grasslandHerbaceous,424,24.66666667,0.327,7.28,7.033333333,2,0,0,0,0,0,0,0
BMI_Plate72WellC4,GRSM_055-O-20160719-COMP,GRSM_2016-07,2016,7,GRSM,D07,GRSM_055,GRSM_055.basePlot.bgc,RELEASE-2023,tower,deciduousForest,626.5,20,0.606666667,6.47,5.46,3.966666667,0,0,0,0,0,0,0
BMI_Plate72WellD1,KONZ_045-M-20160714-COMP,KONZ_2016-07,2016,7,KONZ,D06,KONZ_045,KONZ_045.basePlot.bgc,RELEASE-2023,tower,grasslandHerbaceous,392.1,24.36666667,0.432666667,7.796666667,6.593333333,2,0,0,0,0,0,0,0
BMI_Plate72WellD2,UKFS_003-M-20160718-COMP,UKFS_2016-07,2016,7,UKFS,D06,UKFS_003,UKFS_003.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,325.8,24.66666667,0.263333333,6.283333333,5.456666667,2,0,0,0,0,0,0,0
BMI_Plate72WellD3,KONZ_045-M-20160714-COMP,KONZ_2016-07,2016,7,KONZ,D06,KONZ_045,KONZ_045.basePlot.bgc,RELEASE-2023,tower,grasslandHerbaceous,392.1,24.36666667,0.432666667,7.796666667,6.593333333,2,0,0,0,0,0,0,0
BMI_Plate72WellD4,GRSM_058-O-20160719-COMP,GRSM_2016-07,2016,7,GRSM,D07,GRSM_058,GRSM_058.basePlot.bgc,RELEASE-2023,tower,deciduousForest,548,18.66666667,0.439666667,6.39,5.49,4,0,0,0,0,0,0,0
BMI_Plate72WellE1,CPER_002-M-20160719-COMP,CPER_2016-07,2016,7,CPER,D10,CPER_002,CPER_002.basePlot.bgc,RELEASE-2023,distributed,grasslandHerbaceous,1651.1,28,0.037,7.21,6.363333333,2,0,0,0,0,0,0,0
BMI_Plate72WellE2,UKFS_009-M-20160719-COMP,UKFS_2016-07,2016,7,UKFS,D06,UKFS_009,UKFS_009.basePlot.bgc,RELEASE-2023,distributed,grasslandHerbaceous,324,27.26666667,0.274333333,6.773333333,5.823333333,2,0,0,0,0,0,0,0
BMI_Plate72WellE3,UKFS_004-M-20160720-COMP,UKFS_2016-07,2016,7,UKFS,D06,UKFS_004,UKFS_004.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,320.7,25.4,0.259333333,6.753333333,6.453333333,2,0,0,0,0,0,0,0
BMI_Plate72WellE4,GRSM_001-O-20160719-COMP,GRSM_2016-07,2016,7,GRSM,D07,GRSM_001,GRSM_001.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,464.5,20.33333333,0.427333333,5.66,4.686666667,4,0,0,0,0,0,0,0
BMI_Plate72WellF1,CPER_002-M-20160719-COMP,CPER_2016-07,2016,7,CPER,D10,CPER_002,CPER_002.basePlot.bgc,RELEASE-2023,distributed,grasslandHerbaceous,1651.1,28,0.037,7.21,6.363333333,2,0,0,0,0,0,0,0
BMI_Plate72WellF2,UKFS_032-M-20160720-COMP,UKFS_2016-07,2016,7,UKFS,D06,UKFS_032,UKFS_032.basePlot.bgc,RELEASE-2023,tower,deciduousForest,301.6,24.66666667,0.256,7.146666667,6.296666667,2,0,0,0,0,0,0,0
BMI_Plate72WellF3,GRSM_059-O-20160719-COMP,GRSM_2016-07,2016,7,GRSM,D07,GRSM_059,GRSM_059.basePlot.bgc,RELEASE-2023,tower,deciduousForest,654.6,19.33333333,2.277666667,3.88,2.876666667,8.1,0,0,0,0,0,0,0
BMI_Plate72WellF4,GRSM_002-O-20160718-COMP,GRSM_2016-07,2016,7,GRSM,D07,GRSM_002,GRSM_002.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,694.1,18.66666667,1.293,3.92,2.94,7.966666667,0,0,0,0,0,0,0
BMI_Plate72WellG1,NIWO_006-M-20160829-COMP,NIWO_2016-08,2016,8,NIWO,D13,NIWO_006,NIWO_006.basePlot.bgc,RELEASE-2023,distributed,grasslandHerbaceous,3469.3,7.066666667,0.391,6.513333333,5.356666667,2,0,0,0,0,0,0,0
BMI_Plate72WellG2,UKFS_044-M-20160718-COMP,UKFS_2016-07,2016,7,UKFS,D06,UKFS_044,UKFS_044.basePlot.bgc,RELEASE-2023,tower,deciduousForest,287.8,22.96666667,0.330666667,6.716666667,5.853333333,2,0,0,0,0,0,0,0
BMI_Plate72WellG3,GRSM_060-O-20160719-COMP,GRSM_2016-07,2016,7,GRSM,D07,GRSM_060,GRSM_060.basePlot.bgc,RELEASE-2023,tower,deciduousForest,639.3,16.33333333,0.601,4.716666667,3.626666667,4.033333333,0,0,0,0,0,0,0
BMI_Plate72WellG4,GRSM_003-O-20160720-COMP,GRSM_2016-07,2016,7,GRSM,D07,GRSM_003,GRSM_003.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,892.9,16,1.619333333,4.283333333,3.303333333,5.3,0,0,0,0,0,0,0
BMI_Plate72WellH1,NIWO_008-M-20160829-COMP,NIWO_2016-08,2016,8,NIWO,D13,NIWO_008,NIWO_008.basePlot.bgc,RELEASE-2023,distributed,grasslandHerbaceous,3500.2,6.533333333,0.273666667,5.503333333,4.67,2,0,0,0,0,0,0,0
BMI_Plate72WellH2,UKFS_031-M-20160718-COMP,UKFS_2016-07,2016,7,UKFS,D06,UKFS_031,UKFS_031.basePlot.bgc,RELEASE-2023,tower,deciduousForest,282.4,23.26666667,0.269666667,6.97,6.136666667,2,0,0,0,0,0,0,0
BMI_Plate72WellH3,GRSM_003-O-20160720-COMP,GRSM_2016-07,2016,7,GRSM,D07,GRSM_003,GRSM_003.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,892.9,16,1.619333333,4.283333333,3.303333333,5.3,0,0,0,0,0,0,0
BMI_Plate72WellH4,UKFS_031-M-20160718-COMP,UKFS_2016-07,2016,7,UKFS,D06,UKFS_031,UKFS_031.basePlot.bgc,RELEASE-2023,tower,deciduousForest,282.4,23.26666667,0.269666667,6.97,6.136666667,2,0,0,0,0,0,0,0
BMI_Plate75WellE11,JERC_003-M-20160726-COMP,JERC_2016-07,2016,7,JERC,D03,JERC_003,JERC_003.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,35.6,24.66666667,0,6.28,5.036666667,4,0,0,0,0,0,0,0
BMI_Plate75WellF11,GUAN_007-M-20160928-COMP,GUAN_2016-09,2016,9,GUAN,D04,GUAN_007,GUAN_007.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,172.4,25.86666667,0.339,7.686666667,7.386666667,4,3.2,-12.93333333,1.055,19.90166667,0,0,0
BMI_Plate75WellG11,STER_006-M-20170606-COMP,STER_2017-06,2017,6,STER,D10,STER_006,STER_006.basePlot.bgc,RELEASE-2023,distributed,cultivatedCrops,1361.2,18.76666667,0.189333333,6.926666667,5.78,2,3.65,-9.2,0.051666667,0.325,0,0.133666667,0.353
BMI_Plate75WellH11,CPER_006-M-20170711-COMP,CPER_2017-07,2017,7,CPER,D10,CPER_006,CPER_006.basePlot.bgc,RELEASE-2023,distributed,grasslandHerbaceous,1650,28.13333333,0.055,6.96,5.886666667,2,0,0,0,0,0,0,0
BMI_Plate7WellB6_mms,SCBI_006-M-4-7-20140826-GEN,SCBI_2014-08,2014,8,SCBI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069845506,0.062051124
BMI_Plate7WellD2_mms,SCBI_002-M-7-0-20140825-GEN,SCBI_2014-08,2014,8,SCBI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069845506,0.062051124
BMI_Plate7WellD3_mms,SCBI_012-M-16-7-20140825-GEN,SCBI_2014-08,2014,8,SCBI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069845506,0.062051124
BMI_Plate7WellE9_mms,SCBI_003-M-9-6-20140827-GEN,SCBI_2014-08,2014,8,SCBI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069845506,0.062051124
BMI_Plate7WellG1_mms,JERC_001-M-7-5-20140805-GEN,JERC_2014-08,2014,8,JERC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069845506,0.062051124
BMI_Plate7WellG2_mms,JERC_006-M-2-0-20140805-GEN,JERC_2014-08,2014,8,JERC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069845506,0.062051124
BMI_Plate7WellG3_mms,JERC_002-M-11-0-20140805-GEN,JERC_2014-08,2014,8,JERC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069845506,0.062051124
BMI_Plate81WellA10,GUAN_048-M-20171107-COMP,GUAN_2017-11,2017,11,GUAN,D04,GUAN_048,GUAN_048.basePlot.bgc,RELEASE-2023,tower,evergreenForest,130.1,22.9,0.504666667,7.523333333,7.076666667,2,0,0,0,0,0,0,0
BMI_Plate81WellA11,GUAN_049-M-20171107-COMP,GUAN_2017-11,2017,11,GUAN,D04,GUAN_049,GUAN_049.basePlot.bgc,RELEASE-2023,tower,evergreenForest,122.4,22.93333333,0.575333333,7.416666667,6.986666667,2,0,0,0,0,0,0,0
BMI_Plate81WellA12,CLBJ_001-M-20180410-COMP,CLBJ_2018-04,2018,4,CLBJ,D11,CLBJ_001,CLBJ_001.basePlot.bgc,RELEASE-2023,tower,deciduousForest,278.1,14.26666667,0.110333333,6.266666667,5.143333333,2,0,0,0,0,0,0,0
BMI_Plate81WellA2,GUAN_001-M-20171108-COMP,GUAN_2017-11,2017,11,GUAN,D04,GUAN_001,GUAN_001.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,149.5,23.13333333,0.419666667,7.636666667,7.273333333,2,0,0,0,0,0,0,0
BMI_Plate81WellA3,GUAN_002-M-20171110-COMP,GUAN_2017-11,2017,11,GUAN,D04,GUAN_002,GUAN_002.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,86.6,27,0.592,7.6,7.3,2.666666667,0,0,0,0,0,0,0
BMI_Plate81WellA4,GUAN_003-M-20171114-COMP,GUAN_2017-11,2017,11,GUAN,D04,GUAN_003,GUAN_003.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,181,25.13333333,0.725666667,7.46,7.156666667,3.333333333,0,0,0,0,0,0,0
BMI_Plate81WellA5,GUAN_004-M-20171109-COMP,GUAN_2017-11,2017,11,GUAN,D04,GUAN_004,GUAN_004.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,131.1,23.93333333,0.850333333,7.563333333,7.39,2,0,0,0,0,0,0,0
BMI_Plate81WellA6,GUAN_006-M-20171109-COMP,GUAN_2017-11,2017,11,GUAN,D04,GUAN_006,GUAN_006.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,98.9,23.36666667,0.403333333,7.71,7.2,2,0,0,0,0,0,0,0
BMI_Plate81WellA7,GUAN_007-M-20171114-COMP,GUAN_2017-11,2017,11,GUAN,D04,GUAN_007,GUAN_007.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,172.4,25.56666667,0.714333333,7.556666667,7.283333333,2,0,0,0,0,0,0,0
